id,date,city,lat,long,pop,shop,brand,container,capacity,price,quantity
811,31/10/12,Athens,37.97945,23.71622,672130,shop_1,kinder-cola,plastic,1.5lt,3.42,7398
812,31/10/12,Athens,37.97945,23.71622,672130,shop_1,kinder-cola,can,330ml,0.8,12887
813,31/10/12,Athens,37.97945,23.71622,672130,shop_1,adult-cola,glass,500ml,1.35,13165
814,31/10/12,Athens,37.97945,23.71622,672130,shop_1,adult-cola,plastic,1.5lt,2.22,14973
815,31/10/12,Athens,37.97945,23.71622,672130,shop_1,adult-cola,can,330ml,0.8,16301
816,31/10/12,Athens,37.97945,23.71622,672130,shop_1,orange-power,plastic,1.5lt,2.08,14903
817,31/10/12,Athens,37.97945,23.71622,672130,shop_1,orange-power,can,330ml,0.44,29299
818,31/10/12,Athens,37.97945,23.71622,672130,shop_1,gazoza,plastic,1.5lt,0.82,31662
819,31/10/12,Athens,37.97945,23.71622,672130,shop_1,gazoza,can,330ml,0.27,57172
820,31/10/12,Athens,37.97945,23.71622,672130,shop_1,lemon-boost,glass,500ml,0.92,14355
821,31/10/12,Athens,37.97945,23.71622,672130,shop_1,lemon-boost,plastic,1.5lt,2.3,10322
822,31/10/12,Athens,37.97945,23.71622,672130,shop_1,lemon-boost,can,330ml,0.67,12920
823,31/10/12,Irakleion,35.32787,25.14341,134219,shop_2,kinder-cola,glass,500ml,1.1,16483
824,31/10/12,Irakleion,35.32787,25.14341,134219,shop_2,kinder-cola,plastic,1.5lt,3.42,9484
825,31/10/12,Irakleion,35.32787,25.14341,134219,shop_2,kinder-cola,can,330ml,0.85,16925
826,31/10/12,Irakleion,35.32787,25.14341,134219,shop_2,adult-cola,glass,500ml,1.13,20320
827,31/10/12,Irakleion,35.32787,25.14341,134219,shop_2,adult-cola,plastic,1.5lt,3.2,13376
828,31/10/12,Irakleion,35.32787,25.14341,134219,shop_2,orange-power,glass,500ml,0.63,43204
829,31/10/12,Irakleion,35.32787,25.14341,134219,shop_2,orange-power,plastic,1.5lt,2.11,15553
830,31/10/12,Irakleion,35.32787,25.14341,134219,shop_2,orange-power,can,330ml,0.31,51986
831,31/10/12,Irakleion,35.32787,25.14341,134219,shop_2,gazoza,glass,500ml,0.47,54619
832,31/10/12,Irakleion,35.32787,25.14341,134219,shop_2,gazoza,plastic,1.5lt,0.93,36455
833,31/10/12,Irakleion,35.32787,25.14341,134219,shop_2,gazoza,can,330ml,0.24,57589
834,31/10/12,Irakleion,35.32787,25.14341,134219,shop_2,lemon-boost,glass,500ml,0.93,23888
835,31/10/12,Irakleion,35.32787,25.14341,134219,shop_2,lemon-boost,plastic,1.5lt,2.27,15505
836,31/10/12,Irakleion,35.32787,25.14341,134219,shop_2,lemon-boost,can,330ml,0.62,20537
837,31/10/12,Patra,38.24444,21.73444,164250,shop_6,kinder-cola,plastic,1.5lt,3.94,9179
838,31/10/12,Patra,38.24444,21.73444,164250,shop_6,kinder-cola,can,330ml,0.81,24774
839,31/10/12,Patra,38.24444,21.73444,164250,shop_6,adult-cola,glass,500ml,1.27,20019
840,31/10/12,Patra,38.24444,21.73444,164250,shop_6,adult-cola,plastic,1.5lt,2.97,18951
841,31/10/12,Patra,38.24444,21.73444,164250,shop_6,adult-cola,can,330ml,0.63,35773
842,31/10/12,Patra,,,164250,shop_6,orange-power,glass,500ml,0.68,49521
843,31/10/12,Patra,38.24444,21.73444,164250,shop_6,orange-power,plastic,1.5lt,1.39,41490
844,31/10/12,Patra,38.24444,21.73444,164250,shop_6,orange-power,can,330ml,0.51,46732
845,31/10/12,Patra,38.24444,21.73444,164250,shop_6,gazoza,glass,500ml,0.5,71371
846,31/10/12,Patra,38.24444,21.73444,164250,shop_6,gazoza,plastic,1.5lt,0.8,49139
847,31/10/12,Patra,38.24444,21.73444,164250,shop_6,gazoza,can,330ml,0.27,81654
848,31/10/12,Patra,38.24444,21.73444,164250,shop_6,lemon-boost,glass,500ml,0.73,35038
849,31/10/12,Patra,38.24444,21.73444,164250,shop_6,lemon-boost,plastic,1.5lt,2.15,16151
850,31/10/12,Patra,38.24444,21.73444,164250,shop_6,lemon-boost,can,330ml,0.47,35480
851,31/10/12,Thessaloniki,40.64361,22.93086,346502,shop_4,kinder-cola,glass,500ml,1.21,16794
852,31/10/12,Thessaloniki,40.64361,22.93086,346502,shop_4,kinder-cola,plastic,1.5lt,3.53,7926
853,31/10/12,Thessaloniki,40.64361,22.93086,346502,shop_4,kinder-cola,can,330ml,0.75,16046
854,31/10/12,Thessaloniki,40.64361,22.93086,346502,shop_4,adult-cola,glass,500ml,1.24,20052
855,31/10/12,Thessaloniki,40.64361,22.93086,346502,shop_4,adult-cola,plastic,1.5lt,3.14,13413
856,31/10/12,Thessaloniki,40.64361,22.93086,346502,shop_4,orange-power,glass,500ml,0.94,33258
857,31/10/12,Thessaloniki,40.64361,22.93086,346502,shop_4,orange-power,plastic,1.5lt,2.03,19880
858,31/10/12,Thessaloniki,40.64361,22.93086,346502,shop_4,orange-power,can,330ml,0.45,40801
859,31/10/12,Thessaloniki,40.64361,22.93086,346502,shop_4,gazoza,glass,500ml,0.52,55524
860,31/10/12,Thessaloniki,40.64361,22.93086,346502,shop_4,gazoza,plastic,1.5lt,1.04,28805
861,31/10/12,Thessaloniki,40.64361,22.93086,346502,shop_4,gazoza,can,330ml,0.3,56685
862,31/10/12,Thessaloniki,40.64361,22.93086,346502,shop_4,lemon-boost,glass,500ml,0.9,19429
863,31/10/12,Thessaloniki,40.64361,22.93086,346502,shop_4,lemon-boost,plastic,1.5lt,1.39,24516
864,31/10/12,Thessaloniki,40.64361,22.93086,346502,shop_4,lemon-boost,can,330ml,0.64,20510
865,31/10/12,Athens,37.96245,23.68708,672130,shop_3,kinder-cola,glass,500ml,1.49,6713
866,31/10/12,Athens,37.96245,23.68708,672130,shop_3,kinder-cola,plastic,1.5lt,3.92,4722
867,31/10/12,Athens,37.96245,23.68708,672130,shop_3,kinder-cola,can,330ml,0.92,7377
868,31/10/12,Athens,37.96245,23.68708,672130,shop_3,adult-cola,glass,500ml,1.14,14741
869,31/10/12,Athens,37.96245,23.68708,672130,shop_3,adult-cola,plastic,1.5lt,2.36,13824
870,31/10/12,Athens,37.96245,23.68708,672130,shop_3,adult-cola,can,330ml,0.7,17584
871,31/10/12,Athens,37.96245,23.68708,672130,shop_3,orange-power,glass,500ml,0.51,35930
872,31/10/12,Athens,37.96245,23.68708,672130,shop_3,orange-power,plastic,1.5lt,1.67,15145
873,31/10/12,Athens,37.96245,23.68708,672130,shop_3,gazoza,glass,500ml,0.51,32603
874,31/10/12,Athens,37.96245,23.68708,672130,shop_3,gazoza,plastic,1.5lt,0.38,36308
875,31/10/12,Athens,37.96245,23.68708,672130,shop_3,lemon-boost,glass,500ml,0.67,22028
876,31/10/12,Athens,37.96245,23.68708,672130,shop_3,lemon-boost,plastic,1.5lt,2.84,6587
877,31/10/12,Athens,37.96245,23.68708,672130,shop_3,lemon-boost,can,330ml,0.47,19025
878,31/10/12,Larisa,39.63689,22.41761,137540,shop_5,kinder-cola,glass,500ml,0.69,18681
879,31/10/12,Larisa,39.63689,22.41761,137540,shop_5,kinder-cola,can,330ml,0.74,13495
880,31/10/12,Larisa,39.63689,22.41761,137540,shop_5,adult-cola,glass,500ml,1.02,18374
881,31/10/12,Larisa,39.63689,22.41761,137540,shop_5,adult-cola,plastic,1.5lt,2.44,10993
882,31/10/12,Larisa,39.63689,22.41761,137540,shop_5,adult-cola,can,330ml,0.57,25510
883,31/10/12,Larisa,39.63689,22.41761,137540,shop_5,orange-power,glass,500ml,0.57,33081
884,31/10/12,Larisa,39.63689,22.41761,137540,shop_5,orange-power,plastic,1.5lt,1.91,13738
885,31/10/12,Larisa,39.63689,22.41761,137540,shop_5,orange-power,can,330ml,0.39,40466
886,31/10/12,Larisa,39.63689,22.41761,137540,shop_5,gazoza,glass,500ml,0.43,49125
887,31/10/12,Larisa,39.63689,22.41761,137540,shop_5,gazoza,plastic,1.5lt,0.34,44656
888,31/10/12,Larisa,39.63689,22.41761,137540,shop_5,gazoza,can,330ml,0.33,30802
889,31/10/12,Larisa,39.63689,22.41761,137540,shop_5,lemon-boost,glass,500ml,0.78,19447
890,31/10/12,Larisa,39.63689,22.41761,137540,shop_5,lemon-boost,plastic,1.5lt,1.82,13150
891,31/10/12,Larisa,39.63689,22.41761,137540,shop_5,lemon-boost,can,330ml,0.49,23629
892,31/10/12,Irakleion,35.32787,25.14341,134219,shop_2,adult-cola,can,330ml,0.77,20916
893,31/10/12,Larisa,39.63689,22.41761,137540,shop_5,kinder-cola,plastic,1.5lt,2.48,9395
894,31/10/12,Patra,38.24444,21.73444,164250,shop_6,kinder-cola,glass,500ml,1.2,20556
895,31/10/12,Athens,37.97945,23.71622,672130,shop_1,gazoza,glass,500ml,0.51,57395
896,31/10/12,Athens,37.96245,23.68708,672130,shop_3,orange-power,can,330ml,0.54,16436
897,31/10/12,Athens,37.96245,23.68708,672130,shop_3,gazoza,can,330ml,0.32,28633
898,31/10/12,Athens,37.97945,23.71622,672130,shop_1,orange-power,glass,500ml,0.3,55190
899,31/10/12,Thessaloniki,40.64361,22.93086,346502,shop_4,adult-cola,can,330ml,0.77,23973
900,30/11/12,Athens,37.97945,23.71622,672130,shop_1,kinder-cola,glass,500ml,0.95,15536
901,30/11/12,Athens,37.97945,23.71622,672130,shop_1,kinder-cola,plastic,1.5lt,3.63,6213
902,30/11/12,Athens,37.97945,23.71622,672130,shop_1,kinder-cola,can,330ml,0.58,16186
903,30/11/12,Athens,37.97945,23.71622,672130,shop_1,adult-cola,glass,500ml,1.25,15155
904,30/11/12,Athens,37.97945,23.71622,672130,shop_1,adult-cola,plastic,1.5lt,3.46,8330
905,30/11/12,Athens,37.97945,23.71622,672130,shop_1,adult-cola,can,330ml,0.65,20157
906,30/11/12,Athens,37.97945,23.71622,672130,shop_1,orange-power,glass,500ml,0.27,50565
907,30/11/12,Athens,37.97945,23.71622,672130,shop_1,orange-power,plastic,1.5lt,1.43,21181
908,30/11/12,Athens,37.97945,23.71622,672130,shop_1,orange-power,can,330ml,0.58,19414
